CustomerID,F1.Age,F2.Region,F3.Occupation,Q1.HaveEverUsed,Q2.FormerCustomerDollar,Q3.Well-known,Q4.ServiceType,Q5.CustomerDollar
4835,69,15,C,1,63822,1,A,114750
4836,55,38,C,1,42344,1,D,225648
4837,24,11,B,2,0,1,D,35847
4838,44,37,C,1,96926,1,E,979713
4839,48,4,A,1,19145,2,C,936558
4840,46,10,E,1,26223,1,D,519970
4841,62,33,E,2,0,1,E,482845
4842,37,45,B,2,0,1,F,0
4843,49,16,D,2,0,2,C,318132
4844,40,6,D,2,0,1,A,250901
4845,68,10,A,2,0,2,D,787390
4846,28,5,A,2,0,1,F,0
4847,62,12,A,1,1058,2,C,612188
4848,50,43,C,1,6167,1,C,267738
4849,48,11,B,1,33898,1,A,548337
4850,33,30,A,1,26319,1,B,639198
4851,25,8,A,1,54519,2,B,851379
4852,59,20,E,1,94302,2,D,938991
4853,28,38,B,1,29298,2,B,579968
4854,26,46,E,2,0,2,D,844229
4855,58,11,B,1,23420,1,B,191418
4856,61,5,D,2,0,1,D,662414
4857,52,8,C,2,0,1,B,920364
4858,43,25,C,2,0,2,E,829175
4859,25,8,C,2,0,1,F,0
4860,67,16,E,1,9435,2,C,178875
4861,36,27,A,1,92317,2,A,277273
4862,65,20,D,2,0,2,D,316894
4863,59,45,C,1,42493,1,B,315138
4864,68,40,E,2,0,1,B,350524
4865,41,19,E,2,0,1,F,0
4866,36,29,C,1,51864,1,B,928175
4867,26,10,C,1,20632,1,D,58435
4868,54,14,D,1,3485,1,E,765965
4869,32,20,E,2,0,1,D,226198
4870,30,4,D,2,0,1,F,0
4871,46,47,C,2,0,1,E,898145
4872,45,41,B,2,0,2,F,0
4873,25,47,C,2,0,1,E,688360
4874,60,36,E,2,0,1,C,787764
4875,30,4,A,1,34290,2,E,862690
4876,49,46,A,2,0,1,A,237460
4877,23,9,A,1,41455,2,A,503942
4878,23,41,E,1,52817,1,B,933390
4879,68,23,B,2,0,2,B,903058
4880,26,38,B,1,53272,1,B,617547
4881,28,41,B,2,0,1,B,335164
4882,50,6,C,1,69957,2,A,478818
4883,36,1,C,1,22349,2,D,36194
4884,59,26,A,2,0,2,E,58057
4885,51,7,B,1,21185,1,B,511848
4886,32,7,B,1,56910,2,A,575049
4887,21,44,E,1,86963,1,D,164144
4888,31,13,D,2,0,1,F,0
4889,70,41,E,1,96762,2,D,739331
4890,21,36,A,2,0,1,C,82103
4891,67,14,C,2,0,1,A,304898
4892,31,20,D,1,13762,1,C,873291
4893,28,25,E,2,0,2,D,462543
4894,39,23,D,2,0,1,B,483852
4895,56,25,B,1,92963,1,C,635976
4896,52,12,E,2,0,1,A,250834
4897,49,37,B,1,36078,2,C,521076
4898,34,42,D,2,0,1,A,578606
4899,53,19,E,1,18998,2,E,210815
4900,39,23,A,1,31748,2,C,477725
4901,50,2,B,1,56670,2,E,945659
4902,53,37,D,1,22479,2,A,575434
4903,41,19,D,1,23511,2,D,337868
4904,55,19,E,1,37885,2,D,293066
4905,57,29,E,2,0,1,E,640933
4906,24,21,E,2,0,1,A,698494
4907,50,8,E,1,39104,2,D,815850
4908,52,8,D,1,55984,1,C,917615
4909,29,22,A,1,3911,1,E,493517
4910,41,36,A,2,0,2,A,964574
4911,64,44,A,1,85409,2,C,839770
4912,68,32,D,1,62455,2,D,518047
4913,43,44,D,1,57495,1,B,341054
4914,35,13,C,2,0,1,E,660523
4915,68,37,C,1,91627,2,D,498267
4916,48,34,D,1,92871,1,E,787339
4917,44,29,C,1,86806,1,D,152439
4918,41,47,D,2,0,2,C,550793
4919,42,1,C,2,0,1,B,412229
4920,45,42,B,1,33760,2,D,54160
4921,48,35,B,2,0,2,C,770204
4922,59,5,A,2,0,2,D,532197
4923,53,18,A,2,0,1,F,0
4924,43,23,D,1,49691,1,D,834723
4925,65,28,A,1,3220,1,D,837835
4926,32,9,E,2,0,1,B,702008
4927,48,44,A,2,0,2,C,937487
4928,26,13,A,2,0,2,D,922590
4929,55,3,E,2,0,2,C,230968
4930,42,41,E,2,0,1,C,41078
4931,63,7,A,2,0,1,D,824925
4932,57,33,E,1,1834,1,C,225664
4933,32,47,C,2,0,2,B,716692
4934,60,8,A,2,0,1,E,879577
4935,49,17,C,1,26347,1,A,535661
4936,67,34,B,2,0,1,E,360124
4937,63,11,A,1,16692,2,A,102467
4938,33,27,A,2,0,1,D,621565
4939,58,10,C,1,89396,2,C,880055
4940,42,1,B,1,98180,2,D,367406
4941,38,2,E,2,0,1,B,96122
4942,33,11,B,2,0,1,E,165623
4943,45,29,B,1,83310,2,C,242093
4944,44,12,E,1,49229,1,A,390330
4945,23,44,B,2,0,1,A,911983
4946,57,32,A,1,61470,2,E,862227
4947,50,31,A,1,46399,2,D,256173
4948,21,44,B,1,30663,2,C,341332
4949,31,8,B,1,17201,1,D,413292
4950,31,31,B,1,13506,2,A,262888
4951,36,23,E,2,0,2,C,780749
4952,35,8,D,2,0,2,C,31046
4953,21,9,D,2,0,2,B,861200
4954,48,2,D,2,0,1,A,19540
4955,28,5,D,2,0,2,F,0
4956,58,22,A,1,89608,2,C,467743
4957,36,10,B,1,97960,1,A,668565
4958,34,45,A,1,93126,1,B,689176
4959,47,26,D,2,0,1,D,462934
4960,52,20,B,1,11808,2,E,516578
4961,60,10,B,1,94909,2,C,972181
4962,34,12,C,2,0,2,B,861375
4963,38,41,C,2,0,2,F,0
4964,55,23,C,1,83885,2,A,616300
4965,63,13,E,1,18005,2,B,355081
4966,34,40,B,2,0,2,B,517797
4967,31,40,E,1,96198,2,D,243941
4968,60,10,E,1,20482,1,D,196193
4969,24,7,A,1,427,2,D,977771
4970,52,10,E,2,0,1,D,161610
4971,42,27,A,2,0,1,A,829866
4972,51,42,D,1,64039,1,A,770897
4973,47,34,B,2,0,2,B,166103
4974,43,19,B,2,0,2,A,378698
4975,32,2,E,1,79869,1,E,284363
4976,56,4,C,2,0,2,B,276500
4977,24,18,D,2,0,2,F,0
4978,30,19,E,2,0,2,D,876165
4979,36,35,D,1,84971,2,E,662073
4980,70,39,E,2,0,2,D,904663
4981,22,8,D,1,4898,2,B,361650
4982,38,18,E,2,0,1,E,468336
4983,53,44,B,2,0,2,F,0
4984,46,26,B,2,0,1,C,821046
4985,65,37,B,2,0,1,E,651659
4986,31,33,C,2,0,1,C,258944
4987,70,2,A,1,49286,1,E,359978
4988,28,26,E,1,71012,2,E,34869
4989,42,29,A,2,0,1,F,0
4990,25,17,A,2,0,2,E,992231
4991,53,28,A,1,16153,2,C,640884
4992,53,24,A,1,7039,2,E,562009
4993,58,14,D,1,80355,1,C,633327
4994,25,27,C,1,52518,2,A,364688
4995,65,31,B,1,61562,2,D,327743
4996,37,7,C,1,66231,2,B,419826
4997,68,38,B,1,9343,2,D,685593
4998,31,46,C,1,58758,1,C,617051
4999,51,15,C,1,95250,1,A,87785
5000,58,16,A,1,26784,1,C,116310
5001,67,10,B,1,33997,1,E,135424
5002,50,23,D,2,0,2,D,354890
5003,23,1,E,2,0,1,B,562102
5004,49,42,E,2,0,1,E,550122
5005,63,8,B,1,95905,2,E,515078
5006,67,22,C,1,62981,2,E,265723
5007,64,16,B,1,71608,2,C,742648
5008,26,23,B,1,99459,1,C,589298
5009,66,19,A,1,28325,2,A,641891
5010,46,5,B,1,58213,1,B,549857
5011,46,40,D,2,0,2,D,45188
5012,32,2,A,1,39068,2,A,619386
5013,38,11,C,1,942,1,A,452987
5014,70,43,C,2,0,2,E,154951
5015,27,45,B,1,78703,2,B,725757
5016,27,27,B,2,0,1,E,382181
5017,42,43,B,2,0,2,A,867232
5018,58,27,E,2,0,2,B,115762
5019,23,30,D,1,40488,2,E,435420
5020,65,28,E,1,76602,1,D,905898
5021,51,32,A,2,0,1,D,26339
5022,22,37,B,2,0,1,B,936084
5023,60,1,A,2,0,1,D,201204
5024,36,13,D,1,7391,1,A,651837
5025,53,44,D,1,32474,2,A,474891
5026,49,24,B,1,21551,2,E,927066
5027,70,18,C,1,84541,1,C,611094
5028,38,46,A,1,20104,2,D,667695
5029,30,11,B,2,0,1,D,634689
5030,32,24,E,1,8970,2,C,846476
5031,66,34,B,2,0,2,C,941389
5032,20,42,D,2,0,1,C,557530
5033,70,18,A,1,44992,2,D,352232
5034,33,35,A,1,93140,1,D,945648
5035,58,38,D,2,0,1,A,981275
5036,46,5,D,2,0,2,E,418880
5037,28,16,C,1,82449,1,D,806292
5038,51,21,D,2,0,2,E,886694
5039,44,36,C,1,54576,1,C,522603
5040,51,33,D,1,42609,2,E,497272
5041,51,35,B,2,0,2,C,777786
5042,25,2,E,2,0,2,E,499169
5043,56,43,C,1,97648,2,C,813234
5044,42,1,E,2,0,1,D,384684
5045,51,1,A,1,24999,1,B,127339
5046,63,31,A,1,26254,1,A,511373
5047,52,33,B,2,0,1,D,174937
5048,43,13,D,2,0,1,D,368584
5049,34,34,D,2,0,2,B,158932
5050,59,2,E,1,28919,2,B,822263
5051,54,47,D,2,0,1,B,72271
5052,47,41,B,1,42972,1,B,655567
5053,44,44,A,2,0,1,D,317083
5054,62,20,A,1,6414,1,A,686902
5055,21,2,E,1,77276,1,C,163198
5056,57,14,D,2,0,2,F,0
5057,57,11,B,2,0,2,B,41140
5058,67,19,D,1,63466,1,B,114166
5059,40,23,C,2,0,2,D,640877
5060,47,11,D,1,26823,1,C,472448
5061,52,11,B,2,0,2,C,439743
5062,44,4,D,2,0,2,E,227223
5063,49,21,E,1,97021,2,B,934284
5064,33,10,E,2,0,2,F,0
5065,62,45,B,2,0,2,D,23474
5066,30,40,E,1,52809,2,C,339783
5067,65,8,C,1,57077,2,E,983431
5068,63,29,B,1,73286,1,A,951246
5069,24,12,C,1,43348,1,B,776931
5070,33,27,C,2,0,1,C,381302
5071,37,39,E,1,1406,2,B,322394
5072,34,16,B,2,0,1,F,0
5073,53,19,C,1,89593,1,D,628293
5074,51,23,D,1,48963,2,E,566834
5075,54,17,D,1,51786,2,B,100793
5076,49,19,B,1,77884,1,A,475420
5077,61,3,A,1,75774,1,C,560082
5078,63,38,D,1,11991,1,C,244140
5079,26,3,A,1,48928,2,E,524873
5080,43,29,D,2,0,1,E,927341
5081,66,4,E,2,0,1,C,604513
5082,61,26,D,1,74943,2,C,537685
5083,64,34,B,1,4851,1,C,111844
5084,56,31,A,1,80865,2,D,145052
5085,39,9,E,2,0,1,B,63160
5086,69,13,D,2,0,2,B,54219
5087,61,18,E,1,47573,2,A,189817
5088,61,7,D,2,0,1,D,159214
5089,53,23,E,1,53629,2,B,868705
5090,27,38,C,1,83412,1,D,629521
5091,69,29,D,1,57026,2,A,624557
5092,45,23,D,2,0,1,F,0
5093,26,30,C,2,0,2,C,912381
5094,50,10,D,2,0,2,F,0
5095,20,14,B,2,0,2,D,161273
5096,36,3,E,1,42193,1,E,759238
5097,37,8,E,2,0,1,E,983876
5098,33,45,D,2,0,2,F,0
5099,66,9,E,1,13266,1,E,255070
5100,67,45,A,2,0,1,B,896945
5101,68,26,E,1,76904,1,C,821455
5102,44,3,B,1,40583,2,A,184594
5103,39,19,C,1,31655,2,D,348739
5104,44,27,C,2,0,2,C,420699
5105,69,17,C,2,0,1,D,329696
5106,60,44,B,1,90495,1,A,395337
5107,63,34,B,2,0,1,D,455024
5108,49,38,C,2,0,2,D,165833
5109,39,42,A,1,87816,2,A,18739
5110,32,29,A,1,62055,2,A,377303
5111,56,33,D,1,51835,1,E,831036
5112,31,41,B,1,31964,1,C,338211
5113,43,41,D,1,96056,1,D,840034
5114,48,12,E,2,0,1,F,0
5115,37,18,D,1,60145,1,E,272797
5116,52,35,A,1,54657,1,D,171009
5117,44,4,E,1,65547,1,B,211838
5118,66,25,E,1,29563,2,E,186433
5119,43,45,A,1,33978,1,C,783041
5120,57,13,A,2,0,2,F,0
5121,50,29,D,2,0,2,A,252283
5122,28,16,A,2,0,2,F,0
5123,46,26,C,2,0,2,D,368968
5124,34,38,C,2,0,1,D,26108
5125,29,14,D,1,66218,1,D,641484
5126,50,29,B,1,35580,2,A,581147
5127,45,36,D,2,0,2,C,353807
5128,66,1,C,1,40767,2,C,211593
5129,59,27,D,2,0,2,A,883798
5130,62,34,E,2,0,2,F,0
5131,48,40,E,1,85429,2,A,120151
5132,33,16,C,2,0,1,F,0
5133,29,16,D,2,0,2,A,157915
5134,22,4,D,1,39209,2,C,863914
5135,21,21,E,2,0,2,B,143459
5136,61,35,B,1,76150,2,A,946565
5137,39,31,B,1,98442,1,D,373985
5138,68,39,B,1,43211,1,A,328288
5139,26,15,C,1,95610,2,E,804805
5140,35,17,D,1,18339,1,C,152286
5141,45,47,D,2,0,1,B,715616
5142,57,32,A,1,47675,1,E,631730
5143,22,16,D,1,503,1,D,969665
5144,51,33,B,1,11009,1,C,620142
5145,68,28,B,1,62281,1,C,189733
5146,69,32,C,1,18223,2,B,506321
5147,28,28,B,1,57096,2,A,196609
5148,67,42,D,1,88855,2,A,330828
5149,67,36,A,2,0,1,A,55433
5150,54,39,B,1,26539,2,A,308520
5151,49,41,D,2,0,1,E,47643
5152,37,28,C,2,0,2,C,640208
5153,59,26,D,2,0,1,D,729178
5154,30,27,D,1,40673,2,C,200921
5155,34,28,C,1,6505,2,A,127933
5156,29,3,D,2,0,2,D,15034
5157,48,21,E,1,32897,1,B,787143
5158,43,43,C,2,0,2,B,875420
5159,53,33,E,2,0,1,D,97346
5160,33,26,D,1,61922,1,E,351430
5161,33,23,A,1,38043,1,A,572151
5162,52,43,E,2,0,1,E,570891
5163,35,8,E,1,93702,1,A,380734
5164,39,29,D,1,32292,1,C,46000
5165,56,9,B,1,73861,1,D,281357
5166,33,36,D,2,0,2,A,42907
5167,62,16,E,1,93892,1,D,891761
5168,67,8,B,2,0,2,A,40756
5169,69,18,D,2,0,2,A,855127
5170,50,17,B,1,48434,2,B,809439
5171,49,44,B,2,0,1,E,810508
5172,57,10,C,2,0,2,E,673106
5173,58,18,B,1,50905,1,C,248293
5174,49,6,D,2,0,2,A,563966
5175,54,1,E,1,39,2,E,112689
5176,63,25,A,2,0,1,C,236776
5177,62,36,D,2,0,1,C,28068
5178,23,28,D,1,2028,2,B,585864
5179,46,45,C,1,98951,1,B,214523
5180,45,23,B,2,0,2,F,0
5181,57,20,B,2,0,2,A,592056
5182,57,12,C,1,98112,2,B,784049
5183,30,43,A,2,0,1,D,729721
5184,21,12,B,1,34022,1,C,54571
5185,62,4,A,1,98670,2,A,979048
5186,46,13,E,2,0,1,C,363383
5187,59,41,A,1,87614,2,A,804907
5188,27,27,A,2,0,2,B,939687
5189,45,5,D,2,0,1,A,223930
5190,20,8,C,2,0,1,C,410266
5191,36,10,B,1,79937,2,A,608009
5192,42,44,A,1,5511,1,D,645688
5193,48,42,A,2,0,1,C,878715
5194,60,21,D,2,0,1,D,513115
5195,49,20,B,1,51196,1,D,458136
5196,46,14,B,1,9417,2,A,66415
5197,20,38,E,1,30818,1,C,695163
5198,53,28,B,2,0,2,F,0
5199,21,12,E,2,0,1,B,250729
5200,35,13,C,2,0,1,F,0
5201,33,9,C,1,42584,1,B,845672
5202,69,10,E,2,0,2,D,345428
5203,27,32,A,1,93819,2,B,67044
5204,44,42,D,2,0,2,E,176703
5205,26,9,A,1,23142,2,D,512160
5206,22,41,D,1,53603,2,C,713515
5207,58,47,D,1,20807,1,C,170529
5208,53,25,E,2,0,1,C,75813
5209,36,15,D,2,0,2,B,495279
5210,47,28,B,2,0,2,E,645826
5211,52,17,B,2,0,2,B,852013
5212,26,41,A,1,43045,2,C,861401
5213,42,47,E,1,63141,2,D,651995
5214,50,10,A,2,0,1,C,957275
5215,51,4,D,2,0,1,D,333877
5216,45,46,C,1,5969,2,B,891517
5217,44,11,A,1,19090,2,C,901767
5218,25,8,E,2,0,2,A,273980
5219,38,2,E,1,25971,1,D,838584
5220,43,5,D,2,0,1,C,126183
5221,58,40,E,2,0,2,F,0
5222,65,43,A,1,36697,2,B,496175
5223,61,8,C,2,0,2,E,612362
5224,56,41,D,1,67357,2,B,200176
5225,23,39,E,2,0,1,E,234811
5226,50,36,A,1,17617,1,B,761183
5227,37,10,C,2,0,1,F,0
5228,62,7,B,2,0,1,A,825527
5229,37,41,A,2,0,2,B,161185
5230,49,14,B,1,75509,1,A,486195
5231,30,42,D,2,0,2,A,480967
5232,28,44,D,1,89671,1,D,991421
5233,57,16,C,1,94186,1,C,238666
5234,22,20,E,1,77867,2,A,739018
5235,25,9,E,1,27588,1,C,845266
5236,67,31,E,1,7752,2,E,446579
5237,35,41,C,2,0,1,A,177668
5238,21,15,A,2,0,1,C,39022
5239,70,16,A,1,84761,2,A,32020
5240,41,14,A,2,0,1,F,0
5241,50,11,E,1,82491,1,B,143604
5242,56,21,D,2,0,2,F,0
5243,52,14,C,2,0,2,D,12305
5244,39,7,C,2,0,2,D,884331
5245,48,42,E,2,0,1,D,73649
5246,27,20,C,1,93869,1,B,779114
5247,37,1,D,1,70511,2,A,424738
5248,26,11,C,1,96769,1,C,702278
5249,57,2,B,2,0,1,A,802079
5250,64,30,A,2,0,2,E,869711
5251,28,26,E,1,67346,1,D,589758
5252,43,47,E,2,0,1,C,587565
5253,37,13,E,2,0,1,E,822448
5254,57,42,C,1,19572,1,A,612373
5255,44,41,D,1,30154,2,C,217563
5256,68,47,E,1,53834,2,E,963682
5257,36,22,B,1,13116,1,E,412701
5258,44,15,E,1,76191,2,B,103869
5259,22,46,D,2,0,1,F,0
5260,36,23,C,1,49654,2,C,877987
5261,44,4,E,1,70467,2,A,150451
5262,57,47,C,1,53495,2,E,569584
5263,58,41,D,2,0,2,B,209327
5264,55,46,C,1,44024,2,C,16106
5265,56,14,B,1,29095,1,B,251022
5266,29,44,C,2,0,1,F,0
5267,48,25,A,1,50933,2,E,360595
5268,57,14,D,1,66302,2,A,160963
5269,29,43,B,2,0,2,A,780000
5270,58,41,C,1,56084,1,E,497484
5271,44,14,C,1,70803,2,D,321062
5272,59,39,D,2,0,1,A,537223
5273,21,31,A,1,45238,2,D,63755
5274,26,13,C,1,96991,1,A,868775
5275,51,39,B,2,0,2,F,0
5276,40,23,E,1,31045,2,E,518854
5277,40,11,C,2,0,2,F,0
5278,26,30,A,1,13166,2,D,532170
5279,37,39,A,2,0,1,E,147002
5280,43,12,E,1,31490,1,B,657428
5281,36,39,B,2,0,1,C,674062
5282,32,38,E,1,49651,2,A,869014
5283,54,31,D,2,0,2,C,714375
5284,58,18,B,2,0,1,E,889159
5285,42,7,D,1,87553,1,E,38574
5286,66,36,C,1,86351,1,A,718242
5287,39,38,C,2,0,1,E,44287
5288,34,19,C,1,13796,2,D,619024
5289,64,39,A,2,0,1,C,628296
5290,54,14,D,1,61716,1,C,321581
5291,57,13,D,1,54630,1,A,483226
5292,34,17,C,2,0,2,B,592111
5293,23,8,C,1,82723,2,E,506585
5294,38,13,C,2,0,2,E,691428
5295,57,10,A,1,25814,2,D,278881
5296,23,9,E,1,27793,2,E,802847
5297,70,14,B,2,0,1,D,98163
5298,23,12,C,1,68901,2,A,842102
5299,53,45,E,2,0,1,D,242065
5300,29,9,D,2,0,2,E,165087
5301,45,18,B,2,0,2,C,619672
5302,60,45,A,2,0,1,D,500596
5303,48,13,B,1,55208,1,C,311248
5304,35,25,C,1,25887,2,E,151146
5305,44,23,C,1,66445,1,A,487367
5306,31,36,E,1,84087,2,B,946483
5307,20,2,B,2,0,2,E,175476
5308,57,2,D,1,75203,1,A,732486
5309,49,36,D,1,44690,2,E,452499
5310,48,30,A,2,0,2,A,159859
5311,69,45,C,1,93813,1,A,165863
5312,29,6,A,2,0,2,E,360795
5313,69,29,E,2,0,2,C,560138
5314,53,2,E,1,16418,1,A,782422
5315,70,38,E,1,8041,1,E,814800
5316,67,17,A,2,0,1,E,252387
5317,70,6,B,2,0,2,F,0
5318,64,5,C,2,0,1,C,524245
5319,60,12,A,2,0,2,A,874902
5320,64,41,E,2,0,1,C,246678
5321,33,36,B,2,0,2,B,440005
5322,67,10,B,2,0,2,E,697370
5323,39,38,A,1,1801,1,A,318661
5324,37,47,A,1,36240,1,D,952395
5325,34,41,D,1,3939,1,C,985428
5326,58,7,C,1,5775,2,B,525395
5327,47,9,E,2,0,1,F,0
5328,49,11,C,2,0,2,E,401385
5329,45,26,E,1,10573,2,C,838194
5330,62,39,C,2,0,2,E,879388
5331,65,47,A,1,51698,2,E,895041
5332,59,18,D,2,0,2,F,0
5333,28,30,C,2,0,1,F,0
5334,29,23,D,1,17673,1,D,500480
5335,33,47,A,1,81470,2,B,592278
5336,43,28,A,1,65409,2,C,396645
5337,43,2,D,1,12193,2,E,698813
5338,30,33,E,1,15446,2,A,906640
5339,64,17,E,1,98648,2,E,909116
5340,54,26,D,2,0,2,C,76565
5341,46,11,B,1,43488,1,E,273111
5342,42,39,C,2,0,1,C,766192
5343,33,3,D,2,0,2,B,485196
5344,70,26,E,1,43450,2,E,654939
5345,24,5,C,2,0,2,F,0
5346,51,43,D,2,0,2,A,168395
5347,64,43,B,1,30981,2,C,234358
5348,36,8,A,1,33988,2,D,356322
5349,43,32,A,2,0,1,A,432673
5350,59,7,B,2,0,1,A,292284
5351,24,22,E,1,75277,2,C,294567
5352,30,12,C,1,54689,2,B,386940
5353,58,47,A,1,43519,1,E,233145
5354,42,28,E,2,0,1,A,535979
5355,29,47,A,2,0,1,D,221614
5356,35,2,E,2,0,2,F,0
5357,32,14,A,2,0,1,D,575526
5358,62,24,D,2,0,1,C,289874
5359,66,21,C,2,0,1,C,659198
5360,68,29,D,2,0,2,C,973723
5361,45,36,E,1,10851,1,D,745579
5362,68,28,B,1,5389,1,E,114507
5363,63,27,A,1,75889,1,B,324709
5364,45,5,C,1,10201,2,D,585269
5365,36,17,B,2,0,1,D,373426
5366,34,13,C,2,0,1,F,0
5367,51,22,B,1,4934,1,D,457446
5368,36,33,A,1,93250,2,E,553902
5369,48,35,B,2,0,1,C,524465
5370,58,18,E,1,10483,2,C,986213
5371,62,15,B,2,0,2,A,676603
5372,32,33,D,2,0,1,A,654999
5373,29,32,C,1,22709,2,D,432338
5374,62,38,E,2,0,1,A,543980
5375,56,37,A,2,0,2,F,0
5376,29,18,C,1,36976,1,C,371881
5377,38,39,A,2,0,2,E,594842
5378,29,32,D,2,0,1,E,964104
5379,50,3,B,1,49062,1,E,247976
5380,20,23,D,1,94366,1,A,686953
5381,28,41,D,1,12130,2,C,899465
5382,39,38,A,1,57718,1,B,569680
5383,36,25,C,2,0,2,F,0
5384,65,34,B,2,0,2,C,224926
5385,29,47,B,1,34082,2,B,331644
5386,59,42,C,2,0,1,E,77783
5387,26,28,B,2,0,1,A,866399
5388,44,8,C,2,0,1,F,0
5389,34,14,D,1,10193,1,B,895578
5390,34,27,D,1,65883,2,C,873693
5391,38,47,E,2,0,1,E,206247
5392,52,40,C,1,79479,2,C,473549
5393,30,9,E,1,43787,1,E,804634
5394,68,43,E,2,0,2,D,345391
5395,34,38,D,1,662,1,D,34805
5396,40,18,B,2,0,2,B,814623
5397,58,4,C,1,68522,2,E,513539
5398,66,19,E,1,57818,2,B,473973
5399,42,39,A,1,72559,1,C,179304
5400,29,9,A,2,0,1,C,970533
5401,57,5,E,2,0,1,A,695884
5402,47,3,C,1,49437,2,B,105492
5403,68,17,B,2,0,1,A,941037
5404,34,33,B,1,89761,1,B,290793
5405,42,3,E,2,0,1,B,509468
5406,63,21,B,2,0,1,C,493980
5407,49,15,D,2,0,2,B,339824
5408,45,40,B,1,25578,1,C,549623
5409,27,19,A,2,0,2,A,48408
5410,68,1,A,2,0,1,F,0
5411,41,23,B,1,79759,1,A,522563
5412,35,11,E,1,27160,1,E,470934
5413,24,41,A,1,24883,2,D,730078
5414,47,3,E,2,0,1,D,29381
5415,53,22,B,2,0,2,C,47719
5416,61,41,B,1,12230,2,C,816297
5417,33,47,A,1,34402,2,E,362506
5418,41,39,D,2,0,2,E,141751
5419,68,2,C,2,0,1,C,184168
5420,62,34,A,2,0,2,C,605758
5421,21,12,A,2,0,1,A,437945
5422,52,9,A,1,9045,1,B,831760
5423,52,47,B,2,0,2,A,709780
5424,44,7,D,1,70734,2,B,118522
5425,46,30,A,1,17214,2,C,186531
5426,46,16,D,1,75603,1,C,329308
5427,48,44,E,2,0,1,F,0
5428,69,24,A,2,0,2,F,0
5429,22,41,D,1,83289,1,A,189318
5430,44,45,E,1,87056,1,D,20462
5431,44,33,B,2,0,1,F,0
5432,67,46,B,2,0,1,F,0
5433,56,8,E,1,49892,1,C,964584
5434,62,24,D,1,43774,1,D,499502
5435,30,21,C,2,0,1,C,565406
5436,20,23,C,2,0,2,D,414247
5437,23,6,A,2,0,1,B,595320
5438,60,30,B,2,0,2,E,929375
5439,24,33,D,2,0,1,B,279596
5440,61,44,D,1,52535,1,A,811921
5441,39,6,E,2,0,2,B,814451
5442,51,24,B,2,0,2,D,925002
5443,22,33,D,2,0,2,D,864658
5444,46,36,B,1,10403,2,C,750722
5445,36,36,C,1,15476,2,C,663235
5446,51,13,A,1,92818,2,E,864880
5447,25,43,D,1,75123,2,B,853574
5448,39,25,A,1,48101,1,D,443007
5449,42,25,D,1,72452,2,D,231861
5450,41,37,C,2,0,2,A,361829
5451,39,9,E,2,0,1,E,69895
5452,61,12,D,1,86356,1,D,855519
5453,49,23,A,1,52681,1,B,787702
5454,66,47,A,1,1728,1,B,624444
5455,20,43,D,2,0,2,E,988632
5456,27,43,E,2,0,1,F,0
5457,23,29,E,1,82762,1,B,158723
5458,26,4,C,2,0,1,E,242934
5459,68,5,C,2,0,1,D,100628
5460,23,19,B,1,43376,2,C,616614
5461,66,36,E,2,0,1,F,0
5462,57,41,A,2,0,1,B,189468
5463,45,18,C,1,30610,2,E,932215
5464,69,23,C,2,0,1,F,0
5465,26,19,E,1,94404,2,E,444992
5466,41,39,A,1,89758,2,A,277932
5467,26,11,B,2,0,1,B,71540
5468,22,12,E,1,90669,2,E,445018
5469,58,38,C,1,77271,1,E,608890
5470,61,3,A,2,0,2,E,238351
5471,23,41,C,2,0,1,F,0
5472,45,5,E,2,0,2,F,0
5473,32,25,C,1,46491,2,E,878504
5474,35,5,B,2,0,1,F,0
5475,62,29,A,2,0,1,B,518885
5476,61,28,B,2,0,1,B,215639
5477,38,16,C,1,61021,2,B,27480
5478,62,5,A,2,0,2,D,732396
5479,49,45,E,1,12634,1,E,557185
5480,54,18,D,1,42121,2,C,340837
5481,52,6,C,2,0,2,D,66272
5482,60,44,E,1,67841,2,D,814237
5483,30,9,D,2,0,1,E,155272
5484,42,39,A,1,86287,1,B,647093
5485,24,41,A,1,16061,2,E,641302
5486,22,20,A,2,0,2,D,74426
5487,26,30,D,2,0,1,A,378145
5488,62,12,E,1,53785,1,C,957718
5489,42,18,B,2,0,1,F,0
5490,61,16,C,2,0,2,A,353873
5491,54,21,C,2,0,2,A,525452
5492,56,10,E,2,0,1,B,92842
5493,61,47,C,2,0,1,F,0
5494,54,15,E,1,93303,2,E,506552
5495,61,16,B,1,9617,2,C,555052
5496,27,3,D,1,22094,1,B,499620
5497,61,41,E,2,0,1,D,411133
5498,48,8,D,1,14434,1,C,834696
5499,64,10,D,1,86702,2,D,452639
5500,58,22,D,1,20053,2,C,38085
5501,64,10,E,1,18756,1,A,760898
5502,60,18,E,1,74157,2,E,29800
5503,32,29,D,1,64843,2,A,789928
5504,44,21,D,2,0,2,F,0
5505,41,34,E,2,0,2,F,0
5506,62,3,E,2,0,1,C,275933
5507,38,27,D,2,0,1,B,101654
5508,36,27,A,2,0,2,E,841148
5509,47,36,B,1,93038,2,A,64710
5510,38,29,C,2,0,1,F,0
5511,67,8,B,1,54396,1,D,729580
5512,32,21,C,1,21727,2,B,926419
5513,31,23,D,2,0,1,A,106583
5514,64,19,A,2,0,2,B,830662
5515,44,36,D,1,73661,1,D,886217
